212.506504182 54.881788876 1.0
218.290846371 53.232769128 1.0
217.15971444 56.860977976 1.0
212.147943295 55.540195773 1.0
216.852215705 55.750356285 1.0
217.452049314 53.965091997 1.0
218.868647966 55.131183397 1.0
213.970378927 50.323853049 1.0
212.955984771 52.816790116 1.0
213.834861786 52.345936615 1.0
220.702183932 55.032131985 1.0
218.605668361 54.814058759 1.0
217.389326022 54.726527849 1.0
214.667453985 56.469677 1.0
215.286609354 56.777000478 1.0
213.875961362 51.498588463 1.0
209.508769732 53.017145301 1.0
212.043617216 52.680100391 1.0
215.838935359 56.681320224 1.0
208.602816675 52.206345311 1.0
209.485458419 51.354435455 1.0
212.482010159 52.553175094 1.0
214.868084605 52.135448891 1.0
218.002705998 55.93332151 1.0
214.770328135 53.047460983 1.0
216.599050289 55.301448214 1.0
219.652165243 54.924056948 1.0
218.449058999 56.608185853 1.0
212.27864241 53.463609734 1.0
213.363855015 54.72947987 1.0
218.46659694 50.317057266 1.0
209.504317093 56.457750436 1.0
217.095658367 56.231627942 1.0
220.328692379 55.397753935 1.0
214.688319732 55.874317036 1.0
219.396655336 51.58321104 1.0
211.231757663 54.403019982 1.0
210.665870179 55.150902377 1.0
212.057341054 53.883543543 1.0
215.542080435 50.351923315 1.0
219.6744512 56.001257051 1.0
212.099790874 53.114335236 1.0
213.487686216 52.764532075 1.0
209.726178166 55.561859711 1.0
211.468300959 53.12903859 1.0
210.190387208 51.728758836 1.0
211.255723883 52.772417445 1.0
211.785606275 56.540247682 1.0
212.300407547 56.399008343 1.0
217.086712985 54.978467307 1.0
220.393068908 51.026546786 1.0
217.629941579 52.707252215 1.0
209.117937231 55.166444647 1.0
210.943753569 55.532328024 1.0
218.094615363 56.852394423 1.0
208.775381154 53.21663242 1.0
212.919126773 52.635513374 1.0
210.605806259 51.208702355 1.0
217.926498783 50.091894453 1.0
218.897264042 50.190002103 1.0
213.957623758 52.054228158 1.0
216.190852307 51.504926272 1.0
218.665316664 50.792122053 1.0
217.135365744 54.766891023 1.0
217.685183146 55.22743298 1.0
